INFO 2022-08-24 19:41:23,076 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 05:47:47,006 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:00:41,363 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:01:50,591 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:03:04,112 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:05:35,550 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:12:17,645 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/settings/dev.py changed, reloading.
INFO 2022-08-25 08:12:18,114 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:20:28,524 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:23:32,292 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/settings/dev.py changed, reloading.
INFO 2022-08-25 08:23:32,906 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:28:15,577 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/settings/dev.py changed, reloading.
INFO 2022-08-25 08:28:15,979 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:37:47,159 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:38:08,400 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:38:58,614 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:39:34,215 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:40:15,868 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:40:58,390 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:44:53,169 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/apps/verifications/urls.py changed, reloading.
INFO 2022-08-25 08:44:53,614 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:46:43,082 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:51:45,545 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/apps/verifications/urls.py changed, reloading.
INFO 2022-08-25 08:51:46,110 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:52:33,757 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/settings/dev.py changed, reloading.
INFO 2022-08-25 08:52:34,139 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:54:19,750 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/apps/verifications/views.py changed, reloading.
INFO 2022-08-25 08:54:20,236 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:55:28,513 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/apps/verifications/views.py changed, reloading.
INFO 2022-08-25 08:55:28,973 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 08:57:00,860 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/apps/verifications/views.py changed, reloading.
INFO 2022-08-25 08:57:01,243 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 09:00:43,971 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 09:01:38,779 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 09:03:59,310 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 09:42:38,892 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 09:43:30,226 autoreload 677 Watching for file changes with StatReloader
WARNING 2022-08-25 09:43:34,794 log 241 Not Found: /trade/api/v1/shopCart/
WARNING 2022-08-25 09:43:34,795 basehttp 187 "GET /trade/api/v1/shopCart/ HTTP/1.1" 404 2263
WARNING 2022-08-25 09:44:06,324 log 241 Not Found: /verifications/api/v1/17576075478
WARNING 2022-08-25 09:44:06,325 basehttp 187 "GET /verifications/api/v1/17576075478 HTTP/1.1" 404 2380
WARNING 2022-08-25 09:44:23,519 log 241 Not Found: /verifications/api/v1/17576075478/
WARNING 2022-08-25 09:44:23,519 basehttp 187 "GET /verifications/api/v1/17576075478/ HTTP/1.1" 404 2383
WARNING 2022-08-25 09:44:49,515 log 241 Not Found: /verifications/api/v1/sms_code/17576075478/
WARNING 2022-08-25 09:44:49,516 basehttp 187 "GET /verifications/api/v1/sms_code/17576075478/ HTTP/1.1" 404 2410
INFO 2022-08-25 09:46:49,409 autoreload 677 Watching for file changes with StatReloader
WARNING 2022-08-25 09:46:52,864 log 241 Not Found: /verifications/api/v1/sms_code/17576075478/
WARNING 2022-08-25 09:46:52,865 basehttp 187 "GET /verifications/api/v1/sms_code/17576075478/ HTTP/1.1" 404 2409
INFO 2022-08-25 09:48:06,148 autoreload 677 Watching for file changes with StatReloader
WARNING 2022-08-25 09:48:10,709 log 241 Not Found: /verifications/api/v1/sms_code/17576075478/
WARNING 2022-08-25 09:48:10,709 basehttp 187 "GET /verifications/api/v1/sms_code/17576075478/ HTTP/1.1" 404 2409
INFO 2022-08-25 09:48:38,665 autoreload 266 /Users/daixiongkun/PycharmProjects/djangostudy/meiduo/meiduo/apps/verifications/views.py changed, reloading.
INFO 2022-08-25 09:48:39,136 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-25 09:49:48,578 autoreload 677 Watching for file changes with StatReloader
WARNING 2022-08-25 09:49:57,520 log 241 Not Found: /verifications/api/v1/sms_codes/17576075478/
WARNING 2022-08-25 09:49:57,520 basehttp 187 "GET /verifications/api/v1/sms_codes/17576075478/ HTTP/1.1" 404 2413
INFO 2022-08-25 09:52:29,821 autoreload 677 Watching for file changes with StatReloader
WARNING 2022-08-25 09:52:36,385 log 241 Not Found: /verifications/api/v1/sms_codes/17576075478/
